Fra Station:,Aalborg,Aalborg Lufthavn,Aalborg Vestby,Aarhus H,Aarup,Albertslund,Alken,Allerød,Arden,Aulum,Avedøre,Bagsværd,Ballerup,Bedsted Thy,Bernstorffsvej,Birk Centerpark,Birkerød,Bispebjerg,Bjerringbro,Bording,Borris,Borup,Bramming,Brande,Bred,Bredebro,Brejning,Brøndby Strand,Brøndbyøster,Brønderslev,Brøns,Brørup,Buddinge,Bur,Børkop,Carlsberg,Charlottenlund,Danshøj,Dybbølsbro,Dyssegård,Døstrup Sdj,Egedal,Ejby,Emdrup,Engesvang,Esbjerg,Eskilstrup,Espergærde,Farum,Favrholm Station,Flintholm,Fredericia,Frederikshavn,Frederikssund,Friheden,Fruens Bøge,Fuglebakken,Gadstrup,Gelsted,Gentofte,Give,Gjesing,Glostrup,Glumsø,Gredstedbro,Greve,Gråsten,Grøndal,Guldager,Gårde,Gødstrup,Gørding,Hadsten,Hammerum,Hareskov,Haslev,Havdrup,Hedehusene,Hedensted,Hee,Hellerup,Helsingør,Herfølge,Herlev,Herning,Herning Messecenter,Hillerød,Hinnerup,Hjallese,Hjerm,Hjørring,Hjørring Øst,Hobro,Holbæk,Holme-Olstrup,Holmstrup,Holstebro,Holsted,Holte,Horsens,Humlebæk,Humlum,Hundige,Hurup Thy,Husum,Hvalsø,Hvidbjerg,Hviding,Hvidovre,Højby,Høje Taastrup,Højslev,Hørdum,Hørning,Høvelte,Ikast,Ishøj,Islev,Jelling,Jerne,Jersie,Jyderup,Jyllingevej,Jægersborg,KB Hallen,Kalundborg,Kalundborg Øst,Karlslunde,Kauslunde,Kibæk,Kildebakke,Kildedal,Klampenborg,Kliplev,Knabstrup,Kokkedal,Kolding,Korsør,Kvissel,Kværndrup,København H,København Syd (Ny Ellebjerg),"Københavns Lufthavn, Kastrup",Køge,Køge Nord,Langeskov,Langgade,Langå,Laven,Lejre,Lem,Lille Skensved,Lindholm,Lundby,Lunderskov,Lyngby,Lyngs,Malmparken,Middelfart,Måløv,Mørkøv,Nivå,Nordhavn,Nyborg,Nykøbing F,Næstved,Næstved Nord,Nørre Aaby,Nørre Alslev,Nørrebro,Nørreport,Oddesund Nord,Odense,Odense Sygehus,Ordrup,Padborg,Pederstrup,Peter Bangs Vej,Randers,Regstrup,Rejsby,Ribe,Ribe Nørremark,Ringe,Ringkøbing,Ringsted,Roskilde,Roskilde Festivalsplads,Rudme,Rungsted Kyst,Ry,Ryparken,Rødekro,Rødkærsbro,Rødovre,Sejstrup,Sig,Silkeborg,Sindal,Sjælør,Sjørring,Skalbjerg,Skalborg,Skanderborg,Skive,Skjern,Skodsborg,Skovbrynet,Skovlunde,Skærbæk,Skørping,Slagelse,Snedsted,Snekkersten,Solrød Strand,Sorgenfri,Sorø,Spangsbjerg,Sparkær,Stengården,Stenløse,Stenstrup,Stenstrup Syd,Stoholm,Struer,Studsgård,Støvring,Svanemøllen,Svebølle,Svejbæk,Svendborg,Svendborg Vest,Svenstrup,Sydhavn,Sønderborg,Taastrup,Tarm,Taulov,Thisted,Thyregod,Tim,Tinglev,Tistrup,Tjæreborg,Tolne,Tommerup,Trekroner,Troldhede,Tureby,Tårnby,Tølløse,Tønder,Tønder Nord,Uglev,Ulfborg,Ulstrup,Valby,Vallensbæk,Vamdrup,Vangede,Vanløse,Varde,Varde Kaserne,Varde Nord,Vedbæk,Vejen,Vejle,Vejle Sygehus,Veksø,Vemb,Vesterport,Viborg,Viby J,Viby Sj,Vigerslev Allé,Vildbjerg,Vinderup,Vinge,Vipperød,Virum,Visby,Vojens,Vordingborg,Vrå,Værløse,Ydby,Ålholm,Åmarken,Årslev,Ølby,Ølgod,Ølstykke,Ørestad,Østerport
Havdrup,0,0,0,34,0,-1,0,-1,0,0,-1,-1,-1,0,-1,0,-1,-1,0,0,0,-1,0,0,0,0,0,-1,-1,3,0,0,-1,0,0,-1,-1,-1,-1,-1,0,-1,0,-1,0,0,2,2,-1,-1,-1,16,0,-1,-1,4,-1,-1,0,-1,0,0,-1,-1,0,-1,0,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,-1,21,-1,-1,0,0,-1,0,0,0,0,0,0,-1,-1,0,0,0,-1,0,12,0,-1,0,-1,-1,0,0,-1,0,-1,0,0,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,-1,29,2,-1,0,0,-1,-1,-1,0,-1,-1,13,12,0,4,-1,-1,-1,-1,-1,3,-1,0,0,-1,0,-1,0,2,27,-1,0,-1,13,-1,-1,-1,-1,49,96,-1,-1,0,14,-1,-1,0,126,0,-1,0,0,-1,16,-1,1,0,0,0,1,-1,-1,-1,0,-1,0,-1,0,0,-1,0,0,0,0,-1,0,0,0,7,2,0,-1,-1,-1,0,0,106,0,3,-1,-1,-1,0,0,-1,-1,0,0,0,0,0,0,-1,7,0,10,0,0,-1,0,-1,0,0,1,0,0,0,0,0,0,0,-1,0,-1,-1,-1,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,-1,3,10,0,-1,0,-1,4,1,-1,-1,0,0,-1,-1,-1,0,0,63,0,-1,0,-1,-1,0,-1,0,-1,-1,-1
Hedehusene,151,7,1,204,5,-1,0,-1,2,6,-1,-1,-1,0,-1,0,-1,-1,4,0,0,-1,11,23,0,0,10,-1,-1,0,0,7,-1,0,1,-1,-1,-1,-1,-1,0,-1,0,-1,0,48,2,-1,-1,-1,-1,203,0,-1,-1,0,-1,-1,0,-1,1,0,-1,-1,0,-1,5,-1,0,0,0,4,1,0,-1,-1,-1,-1,2,0,-1,-1,-1,-1,53,0,-1,3,4,0,13,0,32,-1,-1,0,20,1,-1,144,-1,0,-1,8,-1,-1,0,0,-1,0,-1,0,0,1,-1,6,-1,-1,1,0,-1,331,-1,-1,-1,480,502,-1,0,0,-1,-1,-1,4,-1,-1,102,273,0,0,-1,-1,-1,-1,-1,24,-1,22,0,-1,0,-1,1,60,0,-1,0,-1,55,-1,-1,-1,-1,248,2473,5307,0,0,93,-1,-1,0,1436,0,-1,2,0,-1,15,-1,0,0,0,0,0,-1,-1,-1,0,-1,2,-1,24,0,-1,0,0,19,0,-1,0,2,0,73,10,0,-1,-1,-1,9,0,6123,0,-1,-1,-1,-1,0,0,-1,-1,6,0,2,6,0,2,-1,165,0,10,0,1,-1,10,-1,0,1,0,5,0,9,0,0,0,7,-1,0,-1,-1,-1,0,0,3,0,0,-1,-1,2,-1,-1,6,0,0,-1,18,147,0,-1,0,-1,1,0,-1,-1,15,0,-1,-1,-1,0,37,1231,0,-1,0,-1,-1,0,-1,0,-1,-1,-1
Hedensted,817,0,1,20778,-1,7,-1,7,4,44,3,0,10,0,1,14,2,0,74,-1,2,2,311,-1,21,0,-1,0,13,0,0,85,1,0,-1,27,0,0,3,7,0,50,-1,27,-1,848,0,16,27,0,4,-1,11,0,0,0,0,0,-1,0,-1,2,38,2,0,7,34,0,0,0,27,54,151,20,7,0,0,0,-1,0,89,17,0,16,1240,0,82,56,33,6,63,0,93,19,1,2,319,37,18,-1,14,0,3,4,0,1,0,4,10,0,131,8,0,-1,0,96,13,0,-1,0,1,1,0,0,0,0,0,0,-1,6,3,0,6,3,0,20,-1,73,0,37,2564,45,318,2,70,8,0,300,-1,0,0,0,7,0,-1,3,0,0,-1,3,0,2,18,121,14,52,0,-1,0,3,67,0,2099,6,3,17,0,1,260,0,37,52,7,24,8,228,168,0,0,9,-1,7,109,6,1,8,2,-1,0,0,0,0,20,-1,102,72,0,0,0,7,11,226,1,4,13,0,102,4,0,3,0,10,0,0,216,1,15,4,0,-1,34,31,17,11,54,3,19,-1,4,-1,0,17,13,8,0,31,8,3,0,3,6,13,20,0,1,46,114,0,-1,0,8,107,8,4,0,-1,-1,-1,0,0,0,417,-1,7,4,61,5,0,0,13,0,112,13,0,3,0,0,3,44,3,7,1,21,69
Hee,3,0,0,40,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,2,0,-1,0,6,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,1,0,0,0,0,0,0,85,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,3,0,0,0,1,-1,-1,0,0,-1,0,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,-1,0,0,0,0,0,0,-1,1,0,18,0,-1,0,10,0,0,0,0,0,1,1,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,13,0,0,0,2,0,1,0,0,0,0,0,247,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,-1,1,3,0,0,0,0,0,0,0,0,0,4,15,0,0,0,0,0,4,27,-1,0,0,0,0,0,5,0,0,0,0,0,22,0,0,0,0,0,2,-1,-1,0,0,0,248,14,0,0,0,1,0,-1,0,13,2,-1,0,1,0,0,0,0,-1,0,0,0,0,1,0,-1,0,0,0,0,0,0,3,0,2,0,3,15,0,0,-1,0,40,1,0,0,-1,-1,0,0,0,0,0,1,0,1,2,0,0,0,0,-1,0,0,0
Hellerup,1800,13,61,6666,82,-1,0,-1,30,39,-1,-1,-1,0,-1,0,-1,-1,9,0,0,-1,1152,139,12,0,92,-1,-1,15,0,53,-1,0,68,-1,-1,-1,-1,-1,0,-1,32,-1,4,2681,56,-1,-1,-1,-1,2186,24,-1,-1,24,-1,-1,78,-1,121,8,-1,277,0,-1,314,-1,0,6,14,7,102,17,-1,2606,-1,-1,93,0,-1,-1,-1,-1,1342,1,-1,46,26,8,45,0,356,7130,149,17,725,33,-1,1582,-1,0,-1,2,-1,-1,0,0,-1,4,-1,10,0,2,-1,1,-1,-1,98,3,-1,492,-1,-1,-1,1482,255,-1,9,0,-1,-1,-1,66,23,-1,2693,1900,3,6,-1,-1,-1,-1,-1,250,-1,549,1,-1,0,-1,72,121,206,-1,0,-1,1663,-1,583,-1,-1,7115,3737,8963,66,186,276,-1,-1,0,16516,74,-1,82,4,-1,601,42,10,22,6,57,3,9261,-1,-1,6,-1,47,-1,830,0,-1,0,0,167,3,-1,1,7,9,2213,34,27,-1,-1,-1,2,81,10355,7,-1,-1,-1,3317,1,0,-1,-1,33,0,0,488,0,41,-1,95,23,285,66,20,-1,865,-1,5,11,14,68,0,322,5,2,0,156,-1,0,112,-1,1818,2,0,0,4,0,-1,-1,108,-1,-1,26,13,2,-1,682,2897,45,-1,0,-1,63,21,-1,-1,80,1,-1,206,-1,0,494,2340,3,-1,16,-1,-1,15,-1,6,-1,-1,-1
Helsingør,418,0,1,1297,37,-1,0,-1,6,2,-1,-1,-1,2,-1,0,-1,-1,93,3,1,703,186,42,1,17,10,-1,-1,0,0,13,-1,0,19,-1,-1,-1,-1,-1,0,-1,19,-1,2,642,2,-1,-1,-1,-1,340,23,-1,-1,0,-1,40,8,-1,31,15,-1,98,0,202,59,-1,0,0,0,0,35,0,-1,184,21,-1,24,0,-1,-1,27,-1,262,0,-1,12,37,0,30,0,76,479,17,2,124,8,-1,282,-1,0,306,0,-1,82,3,16,-1,6,-1,2,0,4,-1,25,-1,-1,22,0,73,93,-1,-1,-1,162,2,114,0,0,-1,-1,-1,10,17,-1,546,177,0,4,-1,-1,-1,851,155,72,-1,108,5,68,1,5,12,12,25,-1,0,-1,269,-1,34,-1,-1,1465,576,1697,14,7,80,-1,-1,0,2990,23,-1,40,0,-1,174,3,64,21,1,53,1,838,2434,0,0,-1,58,-1,159,0,-1,0,6,129,7,-1,0,0,1,268,26,34,-1,-1,-1,5,23,988,1,-1,213,-1,783,0,0,-1,-1,37,4,0,129,0,11,-1,16,0,339,144,6,-1,143,-1,5,0,11,13,0,71,0,0,0,15,616,0,16,-1,153,12,5,4,1,2,-1,-1,20,-1,-1,20,1,0,-1,65,535,1,-1,0,-1,47,9,87,-1,28,0,-1,11,-1,0,80,367,0,-1,0,-1,-1,16,240,4,-1,-1,-1
Herfølge,4,0,0,13,3,-1,0,22,0,0,-1,-1,-1,0,-1,0,8,-1,0,0,0,-1,0,0,0,0,0,-1,-1,0,0,0,-1,0,0,-1,-1,-1,-1,-1,0,-1,0,-1,0,33,3,2,-1,0,-1,10,0,-1,-1,0,-1,-1,0,-1,0,0,-1,-1,0,-1,10,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,-1,31,-1,-1,7,0,84,0,0,0,0,0,0,-1,-1,0,3,0,-1,11,3,0,-1,0,-1,-1,0,0,-1,0,-1,0,0,0,0,0,-1,-1,0,0,-1,11,-1,-1,-1,4,15,-1,0,0,-1,-1,-1,0,-1,17,24,11,0,0,-1,-1,-1,-1,-1,0,-1,4,0,-1,0,-1,0,-1,0,-1,0,-1,2,-1,-1,1,-1,34,437,-1,-1,0,31,-1,-1,0,70,0,-1,0,0,-1,2,-1,0,0,0,0,0,-1,-1,-1,0,12,0,-1,0,0,-1,0,0,0,0,-1,0,0,0,6,0,0,7,-1,-1,0,0,-1,0,4,-1,-1,-1,0,0,-1,-1,0,0,0,4,0,6,-1,5,0,0,0,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,-1,0,0,0,0,0,-1,-1,0,-1,-1,3,0,0,7,0,3,0,-1,0,-1,4,0,-1,-1,0,0,-1,-1,-1,0,2,-1,0,-1,0,-1,-1,0,-1,0,-1,-1,-1
Herlev,64,0,3,557,1,-1,0,-1,0,0,-1,-1,-1,0,-1,0,-1,-1,5,0,0,-1,24,18,0,0,7,-1,-1,1,0,1,-1,0,1,-1,-1,-1,-1,-1,0,-1,3,-1,7,55,22,-1,-1,-1,-1,199,21,-1,-1,13,-1,-1,22,-1,1,4,-1,103,6,-1,5,-1,0,0,4,3,7,0,-1,429,-1,-1,16,0,-1,-1,-1,-1,118,1,-1,3,6,0,18,0,42,-1,34,0,22,0,-1,164,-1,0,-1,2,-1,-1,1,0,-1,10,-1,0,0,4,-1,13,-1,-1,6,0,-1,173,-1,-1,-1,932,651,-1,0,0,-1,-1,-1,0,6,-1,215,363,0,1,-1,-1,-1,-1,-1,64,-1,1,1,-1,0,-1,0,79,13,-1,0,-1,174,-1,75,-1,-1,1032,920,9251,44,90,71,-1,-1,0,6821,67,-1,7,0,-1,70,44,17,13,5,33,0,3106,-1,-1,0,-1,17,-1,21,0,-1,0,0,56,0,-1,0,28,7,164,8,14,-1,-1,-1,3,0,1949,3,-1,-1,-1,795,0,0,-1,-1,13,0,5,18,0,1,-1,45,4,91,90,0,-1,15,-1,2,0,11,14,1,17,1,0,0,18,-1,0,-1,-1,-1,1,0,0,0,0,-1,-1,7,-1,-1,39,1,0,-1,26,401,4,-1,0,-1,60,1,-1,-1,6,2,-1,-1,-1,0,18,589,3,-1,0,-1,-1,27,-1,3,-1,-1,-1
Herning,6539,33,255,22306,171,36,73,84,145,-1,28,147,66,118,70,-1,70,4,-1,-1,-1,40,320,-1,3,11,205,23,27,162,4,195,38,-1,245,119,72,49,267,33,5,8,124,157,-1,2707,6,77,48,0,108,5395,87,57,64,8,2,0,40,37,-1,369,125,18,53,25,120,0,297,-1,-1,50,174,-1,43,13,0,30,1226,-1,1352,264,8,118,-1,-1,537,93,11,-1,283,4,1451,125,2,0,-1,209,52,6194,114,159,106,438,50,26,243,21,94,27,1132,-1,72,1067,4,-1,50,60,1210,55,13,14,25,17,5,5,0,5,2,-1,39,7,153,28,0,141,2169,421,0,14,34640,220,4695,162,451,63,9,985,-1,27,-1,0,155,8,243,171,62,10,1274,53,9,47,163,749,431,475,3,124,18,5,762,9,10690,19,23,175,4,26,4238,2,23,232,56,82,-1,1694,1775,0,4,78,-1,51,667,-1,35,5,304,-1,27,136,302,4,43,3897,-1,-1,34,14,44,52,189,1649,130,49,14,109,290,191,-1,57,23,16,0,-1,-1,-1,156,158,1,-1,241,98,65,49,418,53,-1,63,932,-1,-1,175,189,33,63,209,91,-1,1,94,15,35,43,93,-1,15,1214,23,345,50,103,1202,80,202,61,615,9109,1560,16,-1,25,-1,2184,53,4,-1,-1,4,6,57,7,518,167,82,44,39,5,46,38,7,-1,11,380,404
Herning Messecenter,56,0,0,181,0,0,0,5,0,-1,0,0,0,5,0,-1,1,0,0,-1,-1,0,4,-1,0,0,0,0,0,0,0,4,0,-1,0,0,0,0,0,0,0,0,0,0,-1,92,0,10,0,0,4,28,0,0,0,0,0,0,0,0,-1,32,0,0,0,0,0,0,31,-1,-1,0,4,-1,0,0,0,0,0,-1,1,0,0,1,-1,-1,6,4,0,-1,4,0,13,0,0,0,-1,0,0,33,0,0,0,0,0,0,2,0,0,6,8,-1,0,10,0,-1,0,0,17,2,0,0,0,1,0,0,0,0,0,-1,0,0,2,0,0,0,18,4,0,0,56,0,1,0,0,4,0,2,-1,0,-1,0,10,0,4,0,0,0,5,0,0,0,0,12,2,6,0,1,0,0,9,0,37,0,0,0,0,0,36,0,0,10,0,0,-1,10,11,0,0,0,63,0,5,-1,0,0,5,-1,3,0,0,0,4,25,-1,-1,1,0,0,0,0,14,1,1,0,0,4,9,-1,0,0,0,0,-1,-1,-1,0,1,0,-1,0,0,2,0,0,0,-1,0,3,-1,-1,1,3,0,4,2,0,-1,0,1,0,0,2,0,-1,0,3,0,1,0,0,23,0,0,1,6,90,3,0,-1,0,-1,10,0,0,-1,-1,0,0,0,2,0,0,0,0,0,0,0,4,0,-1,0,5,0
Hillerød,398,13,7,1918,58,-1,1,-1,1,19,-1,-1,-1,5,-1,4,-1,-1,31,5,2,226,154,82,10,13,7,-1,-1,10,0,7,-1,0,24,-1,-1,-1,-1,-1,0,-1,48,-1,2,465,9,-1,-1,-1,-1,801,61,-1,-1,10,-1,-1,8,-1,11,1,-1,89,0,-1,55,-1,0,1,6,12,50,15,-1,526,-1,-1,82,0,-1,-1,84,-1,537,6,-1,5,14,0,66,0,140,-1,54,7,223,13,-1,996,-1,3,-1,13,-1,-1,5,4,-1,13,-1,4,0,11,-1,78,-1,-1,20,10,-1,298,-1,-1,-1,599,82,-1,3,4,-1,-1,-1,14,33,-1,1074,455,13,14,-1,-1,-1,4828,-1,129,-1,23,9,-1,1,-1,1,97,148,-1,0,-1,1063,-1,172,-1,-1,3380,1862,3681,48,166,270,-1,-1,0,6851,82,-1,67,0,-1,307,59,19,61,6,101,5,1935,-1,-1,0,-1,93,-1,214,5,-1,0,0,406,1,-1,15,3,0,268,120,55,-1,-1,-1,8,18,2023,7,-1,-1,-1,660,0,0,-1,-1,16,4,11,157,1,24,-1,60,17,383,163,1,-1,113,-1,46,0,55,7,7,65,0,10,3,19,-1,19,103,-1,-1,11,7,33,1,1,-1,-1,30,-1,-1,92,19,0,-1,251,1568,0,-1,2,-1,151,8,-1,-1,25,7,-1,-1,-1,10,177,1055,4,-1,13,-1,-1,112,1358,20,-1,-1,-1
Hinnerup,1720,13,21,-1,12,2,-1,5,42,5,0,2,4,7,4,0,15,0,-1,-1,3,2,31,33,0,0,17,0,5,60,0,4,0,0,35,31,3,0,2,20,0,0,2,32,-1,159,0,3,7,0,7,339,41,9,5,0,13,0,1,1,17,0,17,0,0,0,7,0,0,0,5,1,-1,12,0,0,0,2,54,0,49,14,0,3,103,6,5,-1,2,3,76,4,-1,0,0,0,757,19,13,-1,5,3,1,18,0,12,7,0,2,0,60,91,9,-1,0,5,2,1,6,0,0,0,0,0,0,0,0,2,0,0,5,1,10,0,0,23,280,54,4,0,1692,24,242,10,9,1,0,-1,-1,0,0,0,13,4,26,14,0,1,135,0,2,6,55,106,19,25,0,0,0,0,99,2,628,11,1,26,0,1,-1,0,1,8,0,14,2,56,71,0,0,5,-1,0,54,-1,7,0,0,-1,3,2,7,5,64,-1,844,17,0,0,6,0,88,80,10,3,0,0,13,3,16,7,0,0,0,84,434,0,31,23,0,-1,65,8,35,9,38,7,2,10,25,3,0,3,7,2,5,27,1,0,0,7,0,0,0,3,3,-1,52,0,13,4,10,25,0,5,13,23,1427,0,4,62,7,-1,-1,2,0,17,35,0,0,4,0,47,14,11,0,2,4,4,1,0,7,4,20,53
Hjallese,54,0,0,348,-1,24,0,24,0,0,4,0,6,0,4,0,13,0,22,13,0,0,10,13,-1,1,10,0,0,0,4,0,6,0,4,41,7,4,38,0,0,0,-1,6,2,99,0,0,13,0,4,-1,4,42,4,-1,4,3,-1,4,0,2,31,4,0,0,10,0,0,0,0,0,0,0,4,0,0,4,33,0,20,37,0,6,4,0,14,0,-1,0,0,0,0,13,0,-1,8,0,4,122,4,0,4,0,4,0,0,6,0,-1,81,0,0,0,0,4,4,0,0,0,0,0,3,4,0,0,0,3,-1,0,0,4,4,4,0,16,259,-1,0,-1,1113,26,112,0,71,-1,0,0,0,13,0,0,0,0,6,36,0,4,-1,4,0,10,19,-1,31,24,0,-1,0,6,113,0,-1,-1,4,4,-1,0,8,0,0,0,3,-1,0,171,614,0,-1,6,1,4,10,0,0,0,0,40,0,9,1,-1,4,31,0,8,0,0,3,35,6,263,0,0,0,24,31,0,0,1,0,-1,-1,0,6,0,0,27,0,10,-1,-1,4,7,10,6,0,4,4,0,0,0,0,1,0,-1,19,0,0,0,4,4,0,0,0,0,62,0,10,10,0,28,8,0,4,24,311,11,2172,0,0,15,5,6,0,6,0,0,0,16,1,6,37,0,10,0,0,7,-1,7,0,0,21,56
Hjerm,50,0,0,73,4,0,0,0,0,-1,0,0,0,-1,0,-1,0,0,0,0,0,1,0,26,0,0,0,0,0,3,0,0,0,-1,0,4,4,0,0,0,0,0,0,0,2,9,0,1,0,0,0,21,1,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,-1,1,0,-1,0,0,0,0,6,-1,11,0,0,0,-1,-1,0,0,0,-1,0,0,0,0,0,0,-1,0,0,53,3,-1,0,-1,0,0,-1,0,8,0,13,-1,-1,0,0,-1,0,0,2,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,2,5,10,0,0,216,19,51,1,6,5,0,12,0,0,-1,0,0,0,10,1,-1,0,3,0,0,0,4,2,2,0,0,2,0,0,7,-1,50,0,0,0,0,0,8,0,0,0,0,0,-1,8,21,0,0,0,9,4,11,2,0,0,0,16,0,0,16,0,0,27,-1,9,0,0,0,0,0,18,0,0,0,0,9,0,-1,0,0,0,0,-1,-1,-1,0,1,0,0,2,0,0,0,0,0,0,0,13,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,2,18,0,0,0,0,0,0,0,0,9,31,23,0,-1,0,-1,3,0,0,-1,-1,0,0,0,0,20,7,0,14,-1,0,1,0,0,0,0,1,2
Hjørring,-1,-1,-1,12436,11,8,4,12,532,6,15,13,10,37,3,24,17,0,67,67,10,0,22,11,0,0,0,7,4,-1,0,3,0,0,11,5,6,15,16,4,0,0,0,7,1,120,0,7,8,0,6,546,-1,13,14,0,0,0,3,5,8,2,12,0,5,1,34,0,0,1,12,8,554,74,0,0,0,13,63,0,45,30,0,18,283,4,66,76,0,0,-1,-1,3164,91,0,0,89,48,19,679,10,0,6,54,5,0,31,0,4,4,80,18,10,79,0,116,4,0,6,0,3,0,0,24,0,0,3,3,0,1,8,0,0,8,0,0,257,27,-1,6,1424,13,132,9,43,11,0,363,13,0,2,0,-1,7,0,35,4,0,60,25,0,27,34,97,66,82,0,8,0,3,116,0,747,17,14,18,0,33,2586,0,0,21,0,16,9,227,110,0,4,0,146,32,52,25,10,2,13,495,-1,20,80,0,1190,747,111,57,0,3,4,0,1049,138,6,3,1,7,187,1,4,13,3,4,4,30,328,0,2345,11,0,29,129,14,1439,20,140,24,21,0,49,0,0,8,5,10,-1,0,13,6,0,3,7,1,6,2,1,18,34,10,18,7,11,60,0,5,0,22,1349,4,3,6,3,240,150,7,0,14,1,0,0,12,0,22,72,-1,23,4,0,0,8,0,7,0,16,35
Hjørring Øst,-1,-1,-1,412,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,18,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,-1,-1,153,0,0,0,0,0,0,15,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,-1,0,66,0,7,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,3,0,34,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,26,-1,0,0,0,95,48,8,9,0,0,0,0,96,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,445,0,0,3,0,0,13,0,0,15,6,0,-1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,38,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,-1,3,0,0,0,0,0,0,0,0,3
Hobro,-1,-1,-1,48430,42,16,12,81,-1,59,12,11,28,44,8,21,32,3,-1,52,6,18,154,219,3,6,11,0,38,2961,2,34,14,0,65,13,13,12,70,7,0,0,14,49,34,722,2,17,37,0,10,1086,1266,8,33,0,3,0,14,25,71,7,48,0,0,3,62,0,0,4,104,3,-1,65,10,2,0,45,82,0,359,83,0,42,1348,13,140,-1,0,0,3164,153,-1,30,0,0,301,15,30,2460,26,1,19,38,18,14,24,6,32,8,402,-1,0,242,0,358,10,9,96,0,0,3,10,5,0,0,0,11,0,2,8,22,22,2,0,59,721,285,74,6,12845,179,1480,137,387,22,17,-1,26,2,1,0,-1,10,35,46,0,10,337,134,8,16,41,394,197,187,0,22,10,4,228,0,3003,10,0,31,0,22,-1,9,12,20,23,31,39,825,595,0,6,45,225,22,147,-1,133,1,10,1151,395,22,5,27,-1,4268,-1,166,5,3,15,0,-1,949,0,33,0,31,205,5,-1,18,8,50,0,-1,612,4,-1,28,0,94,161,66,-1,33,168,23,12,22,7,41,2,69,17,6,184,59,13,27,0,21,7,6,1,26,14,-1,400,15,76,14,32,63,3,7,10,116,3674,0,0,1,1,-1,241,7,0,45,109,0,0,1,2,132,80,836,14,4,0,6,0,11,37,8,99,108
Holbæk,259,7,2,390,35,-1,1,-1,2,1,-1,-1,-1,6,472,0,-1,320,16,0,3,-1,104,28,1,0,7,-1,-1,9,0,0,-1,0,11,8848,942,-1,4977,571,1,-1,13,1806,4,248,24,89,-1,-1,-1,502,23,-1,-1,10,563,-1,0,693,17,1,-1,-1,0,-1,36,788,0,2,0,0,3,0,-1,-1,-1,-1,7,0,7296,453,-1,-1,113,0,-1,0,13,0,91,0,49,-1,34,0,65,1,-1,128,191,0,-1,18,-1,-1,4,13,-1,10,-1,1,0,4,-1,10,-1,-1,18,0,-1,-1,-1,1433,-1,-1,-1,-1,1,1,569,-1,1462,0,-1,321,308,784,0,0,231810,824,9792,-1,-1,44,190,35,0,-1,0,-1,4,47,8,4054,0,-1,220,-1,-1,37,5582,1215,559,3666,30,19,109,562,51983,0,3438,54,1017,20,0,1785,46,-1,8,23,0,81,7,-1,-1,-1,4,78,8,2823,119,0,-1,2,4,39,3,2067,5,0,6,98,27,10,25,-1,-1,0,3,-1,2,122,-1,-1,-1,0,0,-1,-1,19,0,1,70,0,14,5013,-1,6,77,61,0,2636,142,-1,4,0,38,20,0,20,0,0,13,23,-1,0,-1,2128,-1,10,6,19,3,1,54799,-1,6,777,-1,68,5,0,58,94,456,4,-1,1,1125,70,2,-1,-1,26,0,-1,-1,-1,0,71,484,0,-1,0,-1,168,19,-1,8,-1,8905,20159
