Fra Station:,Aalborg,Aalborg Lufthavn,Aalborg Vestby,Aarhus H,Aarup,Albertslund,Alken,Allerød,Arden,Aulum,Avedøre,Bagsværd,Ballerup,Bedsted Thy,Bernstorffsvej,Birk Centerpark,Birkerød,Bispebjerg,Bjerringbro,Bording,Borris,Borup,Bramming,Brande,Bred,Bredebro,Brejning,Brøndby Strand,Brøndbyøster,Brønderslev,Brøns,Brørup,Buddinge,Bur,Børkop,Carlsberg,Charlottenlund,Danshøj,Dybbølsbro,Dyssegård,Døstrup Sdj,Egedal,Ejby,Emdrup,Engesvang,Esbjerg,Eskilstrup,Espergærde,Farum,Favrholm Station,Flintholm,Fredericia,Frederikshavn,Frederikssund,Friheden,Fruens Bøge,Fuglebakken,Gadstrup,Gelsted,Gentofte,Give,Gjesing,Glostrup,Glumsø,Gredstedbro,Greve,Gråsten,Grøndal,Guldager,Gårde,Gødstrup,Gørding,Hadsten,Hammerum,Hareskov,Haslev,Havdrup,Hedehusene,Hedensted,Hee,Hellerup,Helsingør,Herfølge,Herlev,Herning,Herning Messecenter,Hillerød,Hinnerup,Hjallese,Hjerm,Hjørring,Hjørring Øst,Hobro,Holbæk,Holme-Olstrup,Holmstrup,Holstebro,Holsted,Holte,Horsens,Humlebæk,Humlum,Hundige,Hurup Thy,Husum,Hvalsø,Hvidbjerg,Hviding,Hvidovre,Højby,Høje Taastrup,Højslev,Hørdum,Hørning,Høvelte,Ikast,Ishøj,Islev,Jelling,Jerne,Jersie,Jyderup,Jyllingevej,Jægersborg,KB Hallen,Kalundborg,Kalundborg Øst,Karlslunde,Kauslunde,Kibæk,Kildebakke,Kildedal,Klampenborg,Kliplev,Knabstrup,Kokkedal,Kolding,Korsør,Kvissel,Kværndrup,København H,København Syd (Ny Ellebjerg),"Københavns Lufthavn, Kastrup",Køge,Køge Nord,Langeskov,Langgade,Langå,Laven,Lejre,Lem,Lille Skensved,Lindholm,Lundby,Lunderskov,Lyngby,Lyngs,Malmparken,Middelfart,Måløv,Mørkøv,Nivå,Nordhavn,Nyborg,Nykøbing F,Næstved,Næstved Nord,Nørre Aaby,Nørre Alslev,Nørrebro,Nørreport,Oddesund Nord,Odense,Odense Sygehus,Ordrup,Padborg,Pederstrup,Peter Bangs Vej,Randers,Regstrup,Rejsby,Ribe,Ribe Nørremark,Ringe,Ringkøbing,Ringsted,Roskilde,Roskilde Festivalsplads,Rudme,Rungsted Kyst,Ry,Ryparken,Rødekro,Rødkærsbro,Rødovre,Sejstrup,Sig,Silkeborg,Sindal,Sjælør,Sjørring,Skalbjerg,Skalborg,Skanderborg,Skive,Skjern,Skodsborg,Skovbrynet,Skovlunde,Skærbæk,Skørping,Slagelse,Snedsted,Snekkersten,Solrød Strand,Sorgenfri,Sorø,Spangsbjerg,Sparkær,Stengården,Stenløse,Stenstrup,Stenstrup Syd,Stoholm,Struer,Studsgård,Støvring,Svanemøllen,Svebølle,Svejbæk,Svendborg,Svendborg Vest,Svenstrup,Sydhavn,Sønderborg,Taastrup,Tarm,Taulov,Thisted,Thyregod,Tim,Tinglev,Tistrup,Tjæreborg,Tolne,Tommerup,Trekroner,Troldhede,Tureby,Tårnby,Tølløse,Tønder,Tønder Nord,Udland via Helsingør-Helsingborg overfart,Udland via Padborg grænse,Udland via Tønder grænse,Udland via Øresundsforbindelsen,Uglev,Ulfborg,Ulstrup,Valby,Vallensbæk,Vamdrup,Vangede,Vanløse,Varde,Varde Kaserne,Varde Nord,Vedbæk,Vejen,Vejle,Vejle Sygehus,Veksø,Vemb,Vesterport,Viborg,Viby J,Viby Sj,Vigerslev Allé,Vildbjerg,Vinderup,Vinge,Vipperød,Virum,Visby,Vojens,Vordingborg,Vrå,Værløse,Ydby,Ålholm,Åmarken,Årslev,Ølby,Ølgod,Ølstykke,Ørestad,Østerport
Langå,13421,18,113,28433,37,5,0,1,213,91,2,0,0,3,0,1,3,0,2651,2,0,17,212,2,0,1,68,10,0,125,1,35,0,123,72,4,1,11,15,7,0,0,25,0,2,542,1,65,4,0,4,1116,160,13,7,0,0,0,7,0,95,3,9,14,0,0,43,3,0,0,0,20,8396,20,0,2,0,30,349,0,575,130,2,1,1004,0,23,2616,0,0,363,0,1336,32,1,1,4095,17,7,4984,30,1,5,23,2,43,7,0,0,0,495,49,0,24,0,9,0,0,41,0,0,1,0,0,0,4,0,0,2,0,0,0,56,9,0,56,903,226,0,0,16220,258,1904,91,291,29,7,0,1,1,0,0,1877,6,91,20,22,0,406,1,1,40,9,267,137,206,1,32,7,16,228,2,3352,4,0,42,0,2,10509,4,0,2,0,13,36,514,661,0,0,19,24,3,230,256,4,0,0,86,34,3,21,2,184,2969,1440,22,6,0,0,5,467,748,0,35,4,3,185,0,16,3,0,10,0,97,1059,0,318,8,0,26,24,4,179,28,320,6,2,27,11,1,1,58,17,0,156,39,32,0,0,39,3,0,0,0,109,0,1,113,13,3207,447,3,25,0,4,3,2,0,26,181,2420,0,0,1,0,4302,938,14,0,10,135,0,2,0,0,141,110,40,4,2,0,0,4,8,0,7,132,161
Laven,253,0,0,7118,0,0,50,4,4,1,0,1,0,0,0,10,1,0,1,7,0,0,0,19,0,0,0,0,0,0,0,4,5,0,4,4,0,0,4,0,0,1,0,19,16,7,0,4,0,0,0,87,6,0,0,0,1,0,0,0,2,2,1,0,0,1,0,0,2,1,3,0,4,5,0,0,0,0,13,247,1,5,0,1,291,5,9,2,0,0,13,0,26,0,0,0,78,0,14,874,9,0,0,0,10,0,0,0,0,0,14,0,0,67,0,12,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,4,0,33,3,0,0,243,10,17,0,6,4,0,1,0,0,0,0,2,0,0,1,0,0,72,0,0,0,4,20,0,4,0,0,0,6,25,0,2897,0,0,1,4,0,130,4,0,6,0,13,1,2,13,0,0,0,2934,0,3,1,0,0,0,6012,1,5,0,0,2,1643,4,2,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,0,0,554,5,4,4,1,2,0,247,0,6,1,0,9,0,0,0,4,0,2,0,2,0,0,0,0,0,0,82,0,1,2,11,0,4,0,17,6,0,0,0,0,226,0,0,1,0,2,760,0,1,6,0,0,0,0,0,2,0,1,1,0,0,0,0,0,2,0,0,3
Lejre,35,0,0,226,0,599,0,126,2,4,179,116,88,0,40,0,109,196,0,0,0,108,17,2,0,0,26,62,197,0,0,0,189,0,7,1393,107,85,3179,63,0,16,1,401,0,40,1,17,96,1,1315,40,3,87,283,0,779,32,0,78,0,0,2637,16,0,8,6,42,0,0,0,0,0,2,29,36,70,249,1,0,1322,92,4,373,31,0,203,0,13,0,0,0,2,11798,0,0,28,0,116,32,22,0,7,0,229,18614,0,0,230,0,6513,0,0,0,0,0,10,102,8,0,13,271,78,91,22,329,67,11,0,0,61,20,126,7,11,31,70,9,0,6,52670,132,2905,357,7,8,36,2,0,0,0,62,0,1,2,678,0,94,48,69,57,1,1565,172,63,565,2,0,7,437,21742,0,433,0,94,3,0,185,25,34,0,0,0,4,0,1100,60765,0,0,7,0,509,3,3,252,0,0,7,0,72,0,0,0,36,2,0,2,7,1780,0,2,228,0,10,15,39,200,0,0,32,24,0,0,0,13,0,0,626,11,0,33,4,0,480,37,242,0,0,0,3,0,6,1,0,0,1,6387,0,14,99,5210,5,0,0,37,0,405,1,0,0,16546,24,0,57,482,0,0,0,2,23,81,0,10,0,1793,6,0,193,1,0,0,0,422,85,0,5,139,0,51,0,13,13,4,180,0,3,1142,7468
Lem,3,0,0,367,0,0,0,0,0,6,0,0,0,0,1,5,0,0,2,1,161,0,20,23,0,4,1,0,0,0,0,2,0,7,0,0,1,1,0,0,0,0,0,0,1,205,0,0,0,0,0,16,0,0,1,0,1,0,0,0,4,4,1,0,0,0,0,0,8,0,10,0,0,14,0,0,0,0,0,123,0,1,0,0,1332,1,1,0,0,25,2,0,1,0,0,0,2053,0,0,21,0,18,0,2,0,0,2,0,0,0,1,2,0,0,0,9,0,0,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,27,0,0,0,24,0,2,0,2,0,0,0,0,0,0,0,0,0,4,0,2,0,7,2,0,0,1,0,1,0,0,0,0,0,3,0,57,0,0,0,0,0,5,0,0,10,6,0,11092,5,1,0,0,0,2,0,5,2,0,0,0,137,0,0,3,0,0,38,25,10182,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0,0,159,1,0,0,0,0,4,0,0,0,11,0,748,0,11,0,902,0,4,0,0,1,0,40,0,0,0,0,0,0,27,0,0,19,570,5,3,0,3,0,0,190,0,1,0,8,27,3,0,147,0,39,63,0,0,7,4,0,0,0,0,1,1,0,0,1,0,0,0,0,123,2,0,3
Lille Skensved,0,0,0,6,0,193,0,11,0,0,500,3,310,0,1,0,2,29,0,0,0,116,0,0,0,0,0,69,60,0,0,0,6,0,0,20,8,3,1279,3,0,3,0,5,0,0,1,1,7,0,78,3,0,35,632,0,16,473,0,15,0,0,103,73,0,618,0,3,0,0,0,0,0,0,1,346,1172,185,0,0,17,5,95,74,0,0,15,0,0,0,0,0,0,229,2,0,0,0,15,0,1,0,469,0,7,172,0,0,179,0,1064,0,0,0,0,0,804,4,0,0,223,11,5,7,4,12,4,441,0,0,2,0,18,0,9,7,7,161,0,0,1969,2761,38,9940,493,0,1,0,0,62,0,0,0,2,0,52,0,4,6,21,8,16,88,0,26,786,79,0,6,95,3024,0,20,0,3,0,0,23,0,4,0,0,0,0,0,262,11950,0,0,0,0,4,0,0,19,0,0,0,0,530,0,0,0,0,0,4,0,9,3,0,0,74,0,5,1003,2,20,0,0,6,1,0,0,0,0,0,0,29,3,0,4,0,0,200,0,101,0,0,0,0,0,0,0,0,0,0,1119,0,61,2,2002,0,0,0,106,0,901,0,0,0,1413,79,0,10,12,4,0,0,3,0,0,0,1,0,79,0,0,10,1,0,0,4,30,3,0,0,29,0,9,0,8,23,4,2765,0,1,29,196
Lindholm,82806,2343,31802,4225,10,0,1,0,302,1,7,0,0,0,0,0,0,0,1205,4,0,8,44,22,0,0,1,0,0,19142,0,8,0,0,1,0,3,0,0,0,0,0,6,0,0,134,0,0,3,0,0,197,11269,3,10,0,0,0,3,3,1,0,7,0,0,0,20,0,4,0,4,2,72,4,0,0,0,1,10,0,49,18,0,0,154,10,1,15,0,0,23683,1550,8024,8,0,0,24,3,0,290,4,0,0,2,0,0,0,0,0,0,64,5,4,51,0,72,0,0,3,2,0,0,0,3,0,0,0,0,0,4,13,0,0,8,0,2,92,40,387,0,1278,11,168,9,15,3,0,1920,2,0,0,0,0,0,16,10,0,0,40,3,1,1,6,65,28,19,0,0,0,0,33,0,473,10,0,17,0,1,8938,1,0,0,4,4,2,70,97,0,0,2,36,3,51,0,0,0,0,153,3838,6,0,0,1766,307,33,15,1,0,0,0,2545,77,0,1,0,3,18,0,0,0,3,4,0,10,31,0,5079,7,6,13,50,35,11080,7,46,0,0,1,0,3,0,12,0,0,414,5,7,0,1,4,0,0,0,0,3,0,0,0,1,10,78,0,30,0,0,4,0,4,0,8,469,1,3,0,0,92,11,3,0,0,11,0,0,0,0,21,24,6328,3,0,0,3,0,0,10,0,10,8
Lundby,31,0,0,81,0,54,0,22,0,5,21,8,10,0,3,0,63,26,0,0,0,40,5,1,0,0,0,6,81,6,0,0,25,0,0,37,16,2,57,9,0,0,0,38,0,22,95,2,36,0,46,36,0,19,10,0,56,17,3,12,4,0,106,149,0,55,2,13,0,0,0,0,0,0,15,124,2,69,6,0,118,16,142,79,6,0,99,4,0,0,7,0,1,65,28,0,15,0,43,12,16,0,58,0,45,6,0,0,32,0,597,0,0,0,0,0,26,28,0,0,49,9,10,27,8,6,1,23,0,0,4,36,19,0,0,31,24,33,0,0,3594,111,226,432,44,1,3,2,0,7,0,2,1,0,0,120,0,10,53,18,1,8,75,201,3467,13153,773,0,261,15,1081,0,414,4,12,0,0,15,4,0,0,0,0,10,0,629,862,0,0,13,0,33,9,0,65,0,0,26,0,7,0,0,0,26,5,2,4,1,16,0,1,191,0,2,17,39,24,0,0,24,5,0,0,1,1,0,0,84,4,0,0,4,0,20,0,45,1,0,0,0,0,2,0,0,0,0,83,0,61,132,38,0,0,0,45,0,18,0,0,0,1389,11,0,3,65,0,0,0,2,4,10,0,1,0,28,0,0,29,4,1,0,0,1,5,0,8,11260,0,9,0,5,3,0,44,0,0,220,447
Lunderskov,267,2,6,2821,20,0,0,38,3,14,0,7,3,0,1,2,14,0,28,5,0,7,932,7,10,9,224,0,4,0,10,1722,4,0,104,11,0,3,123,7,10,0,27,20,48,2927,6,1,43,0,6,7665,0,20,0,6,3,3,2,0,29,19,16,3,90,0,315,0,5,9,4,223,41,0,3,0,27,0,71,0,150,23,0,13,244,4,148,29,8,12,0,0,31,26,0,0,37,330,20,408,4,0,3,4,2,1,0,147,0,10,220,4,0,5,0,22,3,2,82,13,0,1,0,10,2,0,0,0,0,1,3,0,27,124,0,4,39695,161,0,0,3205,62,405,26,75,40,0,76,0,2,4,0,10,0,0,80,0,0,623,3,10,9,22,141,64,51,0,24,0,0,88,0,2706,31,10,381,13,7,111,0,10,536,88,21,49,498,442,0,0,30,11,1,835,0,11,60,1,281,0,0,1,0,1,353,33,72,0,3,51,112,6,352,1,1,0,0,147,57,0,34,3,1,0,1,61,0,0,26,0,17,152,35,3,4,781,20,38,155,28,1,2,255,15,130,0,35,10,0,0,1,0,22,31,0,898,0,2,4,2,0,275,8,2406,1,28,394,70,25,11,3755,2460,2,16,3,3,55,189,10,0,16,0,0,23,0,8,873,20,11,0,0,0,0,19,3,63,0,21,97
Lyngby,221,3,0,9067,17,5588,0,141953,0,81,9126,594,570,0,29926,7,148896,25633,27,2,0,412,48,25,0,5,12,5654,5159,15,0,0,1940,0,10,19411,11967,4193,98184,1250,0,195,13,5621,0,308,28,809,1055,485,34840,460,10,678,20873,7,23681,164,8,31426,20,0,11332,300,0,6036,25,17486,0,0,24,0,12,1,171,699,51,2447,3,0,128937,3705,128,2386,171,0,257973,14,36,1,35,0,46,4054,95,0,64,1,110571,357,1569,0,10132,1,1531,812,1,0,7053,10,7000,0,10,2,326,11,11224,780,21,0,1225,203,601,36297,9773,624,200,3770,0,0,1913,96,3185,3,36,2104,449,573,0,14,196383,36591,1886,8592,2530,49,1241,20,1,678,0,36,10,120,80,0,0,335,362,554,100,1045,129397,2600,1572,4548,169,17,175,79010,529477,0,9100,79,11452,3,6,2017,82,130,2,31,1,164,6,7093,14475,0,0,862,39,12237,71,7,5359,0,0,366,3,25121,4,0,0,1027,28,11,210,141,1000,8,20,3177,6,864,4481,106842,1376,5,4,517,227,54,0,24,120,0,4,103789,141,46,197,102,3,50477,95,5822,7,0,34,14,0,15,0,0,0,23,2182,5,53,1188,880,2,4,0,0,0,63743,0,7,8,34187,9034,15,1516,1218,46,0,0,834,29,809,3,70,0,147393,94,15,564,10213,21,0,32,99,110196,0,60,974,7,631,0,13698,7840,15,2432,19,413,1434,185305
Lyngs,0,0,0,53,0,0,2,0,1,11,0,0,1,0,0,0,0,0,13,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,9,0,18,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,141,4,0,0,0,0,0,137,0,0,6,0,7,0,294,0,0,670,0,0,0,0,25,22,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,15,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,1,1,0,0,0,0,0,19,0,0,0,0,4,10,0,0,0,0,0,5,17,0,0,15,0,0,5,40,14,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,13,3139,0,0,0,0,0,0,0,0,0,0,0,4,0,167,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,10,0,0,3,0,61,0,0,0,10,11,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Malmparken,35,0,0,264,7,1131,0,316,0,0,816,55,50279,0,233,0,62,8233,5,0,0,98,20,0,0,0,0,548,1370,0,0,0,111,0,3,35345,1164,398,44602,132,0,7389,0,254,4,12,2,427,61,1,29760,55,0,21379,375,13,5603,6,0,102,0,0,1787,21,0,410,7,2792,0,0,0,0,7,0,38,195,26,253,0,0,4660,413,30,21113,10,0,526,1,4,0,0,0,10,191,8,0,16,0,157,24,151,0,1206,0,18837,46,0,0,1318,0,271,0,0,0,0,6,3553,2807,4,0,349,7,7695,103,973,34,11,368,0,0,81,3798,949,0,1,290,43,1100,0,0,62005,5050,175,963,226,13,4023,0,0,94,0,4,0,10,0,339,0,0,34,22627,6,196,17930,235,224,415,9,0,11,15314,28839,0,2604,0,1307,0,0,6263,14,2,0,0,0,6,1,396,1285,0,0,35,17,13240,20,0,1050,0,0,17,0,314,0,0,0,130,5,0,6,131,17397,0,7,693,0,101,639,143,230,0,0,32,18067,4,0,0,0,0,0,5761,4,10,13,6,0,956,3,425,0,3,6,0,0,3,0,0,0,3,181,0,10,370,127,0,0,0,0,0,10154,0,0,0,48007,942,0,247,153100,20,0,0,21,30,110,10,3475,0,16387,8,1,94,2350,0,0,1909,18,148,0,11,278,0,33,0,5926,76,6,353,0,15698,137,22641
Middelfart,2139,2,38,13678,5148,179,14,270,37,49,80,58,167,1,145,28,432,25,34,14,4,144,1303,140,275,36,168,51,73,60,0,182,137,1,232,130,141,50,973,213,41,64,11788,257,16,5239,11,100,201,0,276,47577,30,162,121,188,91,7,9435,137,186,10,384,11,25,45,152,70,52,0,27,71,204,7,82,27,13,29,420,1,1641,278,6,174,1233,5,1063,141,833,0,60,11,313,249,10,211,415,126,434,2912,106,0,96,10,288,101,8,41,179,966,2663,8,8,117,0,190,34,69,936,4,34,19,74,124,31,6,0,46,821,20,120,14,337,14,1,84,24892,1339,0,210,38635,1729,5107,410,1633,626,21,373,69,59,7,6,30,61,460,362,0,34,0,148,1,49,420,5313,669,1137,0,25187,41,122,3059,0,130406,2918,53,117,6,76,612,5,132,349,108,1153,44,4007,4156,0,24,58,358,197,785,40,141,2,10,1059,8,122,4,420,30,1755,381,115,36,42,83,47,100,3654,6,46,68,124,1077,27,0,145,55,208,19,8,303,13,74,394,0,76,3017,1058,45,155,674,97,42,227,52,58,1,145,22,43,0,1872,302,11,8,115,31,48,13,0,1184,0,10,8,6,46,2623,62,243,101,293,637,19,6,53,2822,12648,741,113,0,131,451,394,76,20,35,6,10,20,170,17,672,381,18,249,0,51,115,646,60,44,27,451,1801
Måløv,60,0,3,257,0,776,0,263,0,1,288,68,94897,0,174,0,58,8899,6,0,1,63,13,7,0,0,10,173,402,0,0,0,152,0,10,37414,1814,260,36927,75,0,11468,30,428,0,22,2,60,233,0,25144,167,3,21161,287,0,4937,7,3,484,11,4,1016,17,0,481,10,1192,0,0,37,0,8,0,16,91,26,159,3,0,5180,191,6,29727,53,0,529,0,4,0,25,0,134,594,17,0,21,0,300,96,100,0,309,0,19266,153,0,0,863,0,282,0,0,3,8,20,519,1030,28,0,78,33,1313,347,894,140,15,173,0,0,121,1055,1568,10,5,55,108,76,0,4,73282,2178,105,602,93,13,1640,1,0,69,2,19,3,18,3,565,0,22655,148,0,37,74,14235,376,265,407,8,89,32,18108,50144,0,1147,21,568,17,0,2871,52,14,4,7,6,25,8,487,2378,0,0,32,6,8061,46,4,265,0,0,19,0,93,0,0,0,46,17,5,21,14,20177,7,0,416,1,39,387,200,189,0,4,55,32517,6,0,0,28,0,0,7029,9,5,43,7,0,735,14,363,0,0,7,0,0,10,0,0,0,17,889,0,23,122,82,1,0,0,0,0,22692,4,0,0,44584,438,0,124,136519,17,7,0,20,37,209,4,4958,0,24281,12,0,83,1152,0,0,343,28,288,0,16,223,3,48,0,2096,30,4,257,0,15019,182,19157
Mørkøv,23,0,0,14,0,135,0,29,0,1,32,19,22,0,9,0,15,9,0,0,0,33,7,0,0,0,0,3,75,0,0,0,41,0,0,148,19,76,211,33,0,7,0,62,0,12,0,2,34,1,48,8,0,39,66,0,15,0,0,93,0,0,343,10,0,10,0,17,0,0,0,0,0,0,5,100,20,524,0,0,587,22,1,75,8,0,172,2,0,0,0,0,10,40170,0,0,8,0,72,2,5,0,12,0,38,136,0,1,77,0,1148,6,0,0,0,0,9,25,6,0,16,7408,17,19,7,2066,2320,8,0,0,20,2,76,0,1438,7,28,10,0,0,7176,36,382,164,7,0,6,0,0,36,0,8,0,0,6,100,0,6,1,37,0,2,126,77,36,94,0,0,1,9,1015,0,109,0,18,0,0,20,8,4079,0,0,0,0,0,175,4803,0,0,1,1,116,0,0,100,0,0,1,0,97,0,0,0,21,4,0,0,1,35,4,0,74,0,10,9,42,6,0,0,15,12,0,0,1,0,0,0,124,890,0,4,4,0,88,4,85,0,0,0,0,0,0,0,0,0,0,166,0,0,101,1627,0,0,0,18,0,56,0,0,0,959,17,0,8,92,0,0,0,1,2,4,0,15,0,31,7,0,31,4,0,0,0,422,88,0,0,25,0,75,0,8,24,0,32,0,3,232,307
Nivå,110,0,0,209,13,248,4,96,7,4,59,125,127,3,120,6,19,626,6,0,0,1,27,2,0,0,5,63,137,0,0,0,203,0,1,644,306,31,577,27,0,7,3,35,2,106,5,16707,13,0,745,52,7,79,154,0,229,1,1,128,8,0,636,7,0,33,4,297,0,0,0,2,10,0,11,40,1,77,2,0,41324,28059,1,283,47,0,1678,6,10,0,27,0,30,50,14,4,29,0,47,59,18131,0,129,0,47,16,3,0,151,0,371,0,0,0,0,0,111,22,5,0,6,6,30,172,82,18,2,17,0,0,19,4,5736,1,1,25189,87,25,0,0,47800,188,5622,334,42,15,47,35,0,2,0,16,1,2,4,1429,0,198,72,74,0,0,812,285,50,196,9,1,6,2142,79775,0,667,24,285,3,0,55,30,2,0,25,0,10,2,96,577,0,0,5764,0,355,17,0,352,0,0,75,9,191,4,0,0,74,31,1,673,6,99,4,1,313,0,10889,42,90,226,0,0,14,11,0,0,0,30,0,0,775,0,2,31,6,7,332,27,152,0,0,0,18,0,14,0,0,0,3,136,0,7,961,8,0,0,0,88,0,424,0,0,0,1234,34,4,60,50,1,4,0,2909,17,63,0,12,0,335,13,0,32,119,14,0,3,0,49,0,23,74,0,40,0,455,53,0,177,4,21,28801,47925
Nordhavn,135,6,0,1595,14,30786,0,46941,0,7,16231,42655,18828,0,17278,0,42573,5872,14,0,0,438,110,24,0,0,7,8997,17817,0,0,1,53536,0,12,47290,43464,6740,79317,19668,0,1655,22,43833,4,279,14,1116,34151,237,11451,555,14,11801,21032,28,7861,181,4,28208,7,3,43742,1299,3,12943,16,6084,3,0,4,1,38,2,18033,1165,156,4244,18,0,68136,2175,325,24205,163,0,96758,55,19,4,34,0,41,5581,69,0,45,0,41611,367,1519,0,11570,0,17351,1343,0,0,23232,20,29014,4,1,15,146,8,16227,3921,18,0,5088,215,3343,33207,3480,702,206,13249,0,0,18460,3412,24232,0,41,2103,455,546,0,34,151528,45119,2332,13766,8948,437,4719,9,4,1564,1,64,6,75,22,130306,0,18074,420,14296,126,797,0,2717,1128,4231,34,28,60,8248,445466,0,9840,62,35850,1,1,7633,55,81,0,34,8,108,7,5864,25585,0,17,1382,44,32672,60,0,18823,0,0,158,4,27771,2,0,3,426,40,32,644,6588,12750,6,8,3579,7,621,9506,21789,3029,0,0,19478,6882,13,0,0,45,0,8,39313,67,54,248,64,0,51461,84,20216,12,0,40,4,0,23,31,1,0,6,5922,0,151,1814,736,0,2,0,0,0,74010,0,4,0,96054,11073,1,21522,17194,24,3,0,1113,57,699,0,2870,0,118808,85,16,793,2363,7,0,1191,177,26055,0,28,904,0,26065,0,4116,14171,13,6943,10,4504,1071,68963
Nyborg,1970,13,12,7610,1376,613,1,1382,16,15,247,4198,6247,0,443,0,1097,194,48,2,2,513,550,113,27,6,4,197,365,97,0,63,629,0,59,1055,1030,3166,2815,779,0,63,291,987,4,1945,32,391,617,3,1253,4012,52,765,2214,1218,1667,66,150,614,58,4,1837,208,3,221,108,231,2,0,4,3,246,5,477,34,49,296,83,0,6805,1086,25,1032,760,12,3390,106,1795,1,97,0,424,1443,43,22,372,50,1499,1206,332,6,187,21,3178,328,8,2,598,1206,24622,5,4,23,3,126,292,330,236,6,139,133,425,418,250,40,0,245,2,0,379,39,1440,9,18,574,3439,35862,0,196,180104,9980,25891,2707,8902,4472,184,244,20,219,0,0,49,206,163,2600,0,235,5142,376,83,181,2723,0,2222,4280,27,292,176,5386,25916,0,178155,11903,622,325,52,435,443,58,41,166,14,4687,9,18439,21372,0,39,326,97,674,379,5,595,0,2,557,3,510,49,49,12,1200,209,48,100,68,540,12,72,47641,11,211,204,523,6490,3,0,777,266,811,331,61,251,0,37,3782,10,48,880,473,38,804,401,321,20,20,44,15,3,131,0,11,0,545,986,1,11,506,341,53,41,0,1523,0,485,1,2,13,13170,266,59,702,956,209,16,0,159,379,3637,16,46,1,480,366,105,559,113,98,2,22,117,858,2,302,1879,30,739,4,220,280,1743,328,45,90,1812,17759
Nykøbing F,1048,6,24,2747,33,973,6,373,29,13,329,362,601,2,102,2,615,207,16,0,0,744,266,83,2,26,14,382,591,49,0,67,358,0,20,769,319,162,1028,225,0,75,34,409,7,781,19280,108,545,4,1595,830,52,378,590,0,251,38,6,285,13,0,1826,535,1,363,58,191,0,0,4,5,20,2,86,2415,96,2461,25,0,4164,601,466,920,522,2,1865,21,47,2,66,3,232,705,308,0,274,14,375,652,95,0,345,2,704,142,0,4,519,10,7082,2,0,0,18,23,611,203,25,0,187,177,157,347,196,243,17,217,0,0,278,37,631,18,9,172,865,666,0,17,80817,4755,7381,5865,2449,125,93,165,0,78,1,26,30,3374,68,1577,0,224,635,265,42,54,1130,2181,0,57010,1075,91,32285,441,22109,0,9458,37,204,79,0,286,311,78,40,58,8,128,1,13712,11610,0,4,69,36,952,313,4,645,0,4,256,9,1162,0,14,2,455,79,63,22,29,307,111,33,3091,0,69,301,264,1036,4,4,336,134,74,6,0,145,0,39,1064,25,0,131,46,11,737,155,383,15,9,21,22,0,86,17,1,0,8,1556,1,224,1361,97,21,10,0,714,0,288,1,1,0,12785,210,17,253,554,68,0,6,58,147,995,6,104,0,440,74,23,282,83,36,1,3,43,304,0,308,50310,13,221,0,219,231,57,767,18,85,2824,7916
Næstved,1198,7,40,3111,106,6506,0,926,15,19,1018,728,773,5,249,2,964,1748,34,5,0,3535,280,76,5,6,19,1857,2823,13,6,8,997,0,18,2881,738,358,5682,331,0,142,5,1622,11,901,1271,132,634,1,5307,1270,62,913,1932,0,1214,241,14,717,53,0,8373,23044,0,1815,73,567,0,0,16,9,53,6,80,44726,756,5230,39,8,9156,1488,4500,9251,571,6,3680,28,44,0,82,0,190,4177,4742,2,268,16,826,699,462,0,2635,7,1826,1150,4,7,1598,31,49109,8,0,7,9,16,2135,445,30,6,1350,464,361,586,753,761,37,1228,0,4,2113,60,1826,10,12,425,1574,1353,0,31,201006,14935,13414,50729,11061,151,164,169,4,543,0,734,29,12826,57,4549,1,415,947,407,100,161,4233,4128,56801,0,9484,37,7890,2088,73272,0,14504,249,731,58,10,793,344,267,5,56,9,168,22,81606,88387,1,6,112,57,2877,212,0,2047,0,0,264,9,1331,100,28,6,677,106,19,54,56,805,35,11,16592,4,140,2522,525,2443,1,0,750,349,33,0,2,201,0,25,5060,52,2,427,81,17,3418,169,1989,0,18,53,8,0,110,1,0,0,49,9793,0,1040,2310,665,40,11,0,777,0,1067,0,4,7,48035,2581,37,1478,1485,74,0,6,66,223,1349,17,88,1,3935,183,18,3218,446,37,4,9,145,500,4,166,83741,10,470,0,796,392,54,7900,4,70,18984,24922
