Fra Station:,Aalborg,Aalborg Lufthavn,Aalborg Vestby,Aarhus H,Aarup,Albertslund,Alken,Allerød,Arden,Aulum,Avedøre,Bagsværd,Ballerup,Bedsted Thy,Bernstorffsvej,Birk Centerpark,Birkerød,Bispebjerg,Bjerringbro,Bording,Borris,Borup,Bramming,Brande,Bred,Bredebro,Brejning,Brøndby Strand,Brøndbyøster,Brønderslev,Brøns,Brørup,Buddinge,Bur,Børkop,Carlsberg,Charlottenlund,Danshøj,Dybbølsbro,Dyssegård,Døstrup Sdj,Egedal,Ejby,Emdrup,Engesvang,Esbjerg,Eskilstrup,Espergærde,Farum,Favrholm Station,Flintholm,Fredericia,Frederikshavn,Frederikssund,Friheden,Fruens Bøge,Fuglebakken,Gadstrup,Gelsted,Gentofte,Give,Gjesing,Glostrup,Glumsø,Gredstedbro,Greve,Gråsten,Grøndal,Guldager,Gårde,Gødstrup,Gørding,Hadsten,Hammerum,Hareskov,Haslev,Havdrup,Hedehusene,Hedensted,Hee,Hellerup,Helsingør,Herfølge,Herlev,Herning,Herning Messecenter,Hillerød,Hinnerup,Hjallese,Hjerm,Hjørring,Hjørring Øst,Hobro,Holbæk,Holme-Olstrup,Holmstrup,Holstebro,Holsted,Holte,Horsens,Humlebæk,Humlum,Hundige,Hurup Thy,Husum,Hvalsø,Hvidbjerg,Hviding,Hvidovre,Højby,Høje Taastrup,Højslev,Hørdum,Hørning,Høvelte,Ikast,Ishøj,Islev,Jelling,Jerne,Jersie,Jyderup,Jyllingevej,Jægersborg,KB Hallen,Kalundborg,Kalundborg Øst,Karlslunde,Kauslunde,Kibæk,Kildebakke,Kildedal,Klampenborg,Kliplev,Knabstrup,Kokkedal,Kolding,Korsør,Kvissel,Kværndrup,København H,København Syd (Ny Ellebjerg),"Københavns Lufthavn, Kastrup",Køge,Køge Nord,Langeskov,Langgade,Langå,Laven,Lejre,Lem,Lille Skensved,Lindholm,Lundby,Lunderskov,Lyngby,Lyngs,Malmparken,Middelfart,Måløv,Mørkøv,Nivå,Nordhavn,Nyborg,Nykøbing F,Næstved,Næstved Nord,Nørre Aaby,Nørre Alslev,Nørrebro,Nørreport,Oddesund Nord,Odense,Odense Sygehus,Ordrup,Padborg,Pederstrup,Peter Bangs Vej,Randers,Regstrup,Rejsby,Ribe,Ribe Nørremark,Ringe,Ringkøbing,Ringsted,Roskilde,Roskilde Festivalsplads,Rudme,Rungsted Kyst,Ry,Ryparken,Rødekro,Rødkærsbro,Rødovre,Sejstrup,Sig,Silkeborg,Sindal,Sjælør,Sjørring,Skalbjerg,Skalborg,Skanderborg,Skive,Skjern,Skodsborg,Skovbrynet,Skovlunde,Skærbæk,Skørping,Slagelse,Snedsted,Snekkersten,Solrød Strand,Sorgenfri,Sorø,Spangsbjerg,Sparkær,Stengården,Stenløse,Stenstrup,Stenstrup Syd,Stoholm,Struer,Studsgård,Støvring,Svanemøllen,Svebølle,Svejbæk,Svendborg,Svendborg Vest,Svenstrup,Sydhavn,Sønderborg,Taastrup,Tarm,Taulov,Thisted,Thyregod,Tim,Tinglev,Tistrup,Tjæreborg,Tolne,Tommerup,Trekroner,Troldhede,Tureby,Tårnby,Tølløse,Tønder,Tønder Nord,Udland via Helsingør-Helsingborg overfart,Udland via Padborg grænse,Udland via Tønder grænse,Udland via Øresundsforbindelsen,Uglev,Ulfborg,Ulstrup,Valby,Vallensbæk,Vamdrup,Vangede,Vanløse,Varde,Varde Kaserne,Varde Nord,Vedbæk,Vejen,Vejle,Vejle Sygehus,Veksø,Vemb,Vesterport,Viborg,Viby J,Viby Sj,Vigerslev Allé,Vildbjerg,Vinderup,Vinge,Vipperød,Virum,Visby,Vojens,Vordingborg,Vrå,Værløse,Ydby,Ålholm,Åmarken,Årslev,Ølby,Ølgod,Ølstykke,Ørestad,Østerport
Næstved Nord,1,0,0,17,0,23,0,16,0,0,25,11,10,0,8,0,97,34,0,0,0,33,1,0,0,0,0,27,12,0,0,0,27,0,0,50,16,3,68,1,0,2,0,12,0,0,116,1,4,0,51,0,0,4,91,0,26,20,0,6,0,0,11,667,0,322,0,15,0,0,0,0,0,0,2,24096,30,5,0,0,92,16,1592,44,4,0,48,0,0,0,0,0,0,55,784,0,0,0,56,0,1,0,173,0,10,6,0,0,19,0,115,0,0,0,0,0,126,4,0,0,77,0,2,10,32,26,2,100,0,0,7,2,78,0,1,3,2,6,0,0,2183,703,150,5675,326,0,2,0,0,1,0,79,0,663,0,169,0,9,6,8,0,7,34,31,960,10361,0,1,1066,26,1238,0,20,0,4,0,0,3,0,1,0,0,0,4,0,430,471,0,0,3,0,62,0,0,19,0,0,0,0,39,0,0,0,0,0,0,0,0,38,0,0,74,0,2,385,5,11,0,0,7,5,0,0,0,0,0,0,44,0,0,0,0,0,113,0,7,0,0,0,0,0,0,0,0,0,0,85,0,276,65,7,0,0,0,0,0,32,0,0,0,44,155,0,11,13,0,0,0,12,0,0,0,0,0,37,0,0,23,17,0,0,0,0,6,0,0,2669,0,2,0,17,59,0,383,0,1,95,226
Nørre Aaby,125,0,3,1200,2935,84,0,188,1,1,4,21,10,0,7,6,133,3,10,0,0,52,53,17,52,0,44,23,13,0,0,12,32,0,40,15,7,50,32,4,0,0,9394,7,10,119,0,3,31,0,10,10424,3,20,7,10,0,0,3945,54,15,0,75,0,4,0,22,3,0,0,0,1,10,0,13,0,0,10,63,0,170,11,0,90,85,1,166,7,24,3,8,0,17,42,2,30,72,12,67,306,6,0,10,0,23,4,0,4,6,59,231,0,0,22,0,7,0,23,116,0,0,0,8,34,4,0,0,0,392,0,3,0,8,1,0,2,1484,190,0,4,2393,206,139,100,306,11,0,27,0,0,0,0,4,0,23,17,0,0,26420,89,0,3,28,308,59,161,0,0,2,7,206,0,22048,796,16,9,0,10,29,0,7,17,6,175,2,649,483,0,0,2,40,14,63,4,7,0,0,97,0,0,0,39,0,154,9,8,14,0,13,2,0,446,0,0,3,50,63,0,0,78,10,83,0,0,28,0,2,7,0,4,694,162,13,11,114,4,0,12,4,10,0,10,0,0,0,2275,13,0,0,1,6,0,6,0,75,0,0,0,0,0,134,10,50,23,40,22,4,0,10,67,1299,47,3,0,11,26,15,27,0,1,0,0,0,3,0,74,8,66,17,0,0,13,37,3,5,13,33,134
Nørre Alslev,45,0,0,183,0,86,0,45,0,7,37,28,37,0,12,0,30,19,0,0,0,106,25,2,0,0,0,28,43,0,0,0,43,0,0,60,26,26,97,22,0,6,0,43,0,46,3913,4,60,0,89,44,0,39,72,0,27,47,0,38,6,0,126,50,0,48,6,17,0,0,0,6,1,4,4,259,14,84,0,0,311,82,22,71,19,0,270,0,0,0,0,0,12,184,85,0,18,1,53,28,20,0,126,0,77,36,0,0,77,0,1384,0,0,0,0,2,31,27,7,0,33,34,15,6,5,7,1,14,0,0,23,7,27,2,5,9,45,75,0,0,5534,231,310,810,126,18,5,9,0,9,0,6,1,308,2,176,0,11,49,32,6,6,60,148,30781,8038,1112,1,0,35,1589,0,621,6,1,2,0,24,20,11,0,0,0,47,0,1839,1717,0,0,0,0,48,15,0,58,0,0,14,0,29,0,0,0,43,11,4,5,1,28,4,0,597,0,12,128,8,59,0,0,34,24,4,0,0,24,0,0,44,1,0,4,4,0,65,11,32,2,0,0,0,0,2,0,0,0,0,304,0,21,95,11,0,0,0,11,0,5,0,0,0,1475,31,0,53,64,0,0,0,1,2,45,0,4,0,12,6,0,65,1,2,0,7,1,40,0,4,7121,0,22,0,8,13,0,103,0,22,173,527
Nørrebro,8,0,0,81,0,34418,0,22042,0,0,6422,13896,32966,0,5565,1,23733,25127,2,1,0,104,3,0,0,0,3,6253,22038,0,0,0,6461,0,0,8886,17870,32506,10374,1686,0,2529,0,4958,0,10,3,1260,14350,170,161740,71,0,13657,7345,4,52778,63,7,13435,0,0,56827,271,0,5420,0,45526,0,0,6,0,0,0,5121,786,37,1684,3,0,105427,6657,244,22128,5,0,63573,0,6,0,3,0,4,560,245,0,8,0,16582,13,2890,0,5566,0,4973,1745,0,1,19805,0,26444,0,0,1,82,0,14372,12499,0,0,1042,14,1609,16793,53526,62,7,2714,0,0,4675,4516,14606,0,6,2605,16,990,0,0,4177,81960,90,9584,4583,24,6280,16,6,436,0,75,0,15,0,79264,0,15248,122,17946,9,1651,8235,5376,435,2082,26,7,35,0,3139,0,1421,6,16433,0,0,1893,4,5,0,0,0,1,0,2728,7250,1,6,1080,8,141282,0,1,12100,0,0,12,0,3251,0,0,0,14,4,0,780,1850,13822,0,10,1381,0,1045,3004,15422,646,0,0,4696,8395,6,0,0,0,0,0,6253,6,4,27,18,0,3522,4,18152,0,0,1,0,0,3,0,0,0,16,1354,0,61,48,162,1,0,0,0,0,1170,1,1,0,20580,5888,3,5048,3317,6,0,0,702,4,63,0,2996,0,1392,8,3,180,115134,0,0,984,22,14694,0,2,382,0,9027,0,92103,2056,4,4134,0,4227,73,2154
Nørreport,989,14,14,6090,153,204385,12,208338,12,27,95679,169018,87411,0,82587,4,203914,1890,44,52,4,23986,1024,329,15,4,113,80598,117728,2,0,30,178441,0,26,196555,193036,25628,336343,76028,0,15375,98,167444,6,2833,443,118266,161125,1314,10965,2348,73,44937,149994,104,1854,1805,64,119582,34,3,286708,5235,9,98328,103,1205,11,0,6,20,114,2,49670,14363,2277,63777,57,0,400178,179463,6483,85223,733,9,431522,95,123,4,116,3,237,50872,2047,12,296,30,187928,1159,150705,0,121317,16,53688,34366,5,9,140765,30,252324,22,15,18,854,27,154715,32615,60,3,34650,3561,11373,131514,1425,6152,861,57491,1,7,98978,8339,103315,20,350,200426,2891,7394,3,160,518456,179655,34326,148838,73799,833,39820,211,25,18029,3,2817,45,1120,87,527600,0,28453,2561,50365,1026,76649,442132,24992,20499,71242,1302,107,1570,3145,0,2,37681,310,154595,66,1,25586,368,1848,13,144,22,270,11,52094,349163,0,23,73944,146,114261,409,7,123148,5,0,557,4,169965,10,11,9,1577,104,46,38950,24154,43185,36,59,34802,17,66769,72142,122512,26401,5,0,96868,28681,161,4,26,256,1,20,352846,693,38,691,560,4,223294,335,111781,31,5,60,23,2,171,7,9,0,370,126514,1,5489,152329,24506,18,12,0,5,0,246016,4,0,8,473627,104461,51,115980,18427,165,20,6,60465,614,2772,4,12190,1,295068,298,60,14109,3891,42,0,1834,3905,118454,4,214,18217,7,132876,2,2515,101583,139,55397,29,21293,66391,336952
Oddesund Nord,0,0,0,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,21,0,0,2,0,54,0,7,0,0,76,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,577,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,3,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0
Odense,21994,42,341,104650,41937,2064,72,2721,214,284,672,1100,1069,32,950,43,2317,402,342,93,11,1385,9659,2098,4015,88,1537,361,1026,316,77,1648,1200,0,1448,9793,16490,1921,4449,1222,7,159,18560,2019,72,46943,155,1039,7081,16,2320,86344,447,1171,1266,6120,892,107,12393,897,1113,50,11289,536,71,433,2479,304,23,22,53,211,1303,85,547,488,126,1352,2245,6,16959,2933,83,6821,10248,39,6857,656,18701,51,747,34,3036,4042,134,4436,4438,691,2073,23071,1113,0,616,94,1474,688,14,66,1771,15642,31681,74,7,271,27,567,793,635,3635,99,316,366,507,16315,1296,237,15,430,1091,41,10203,64,2258,336,63,1400,111706,78150,0,10977,559133,13662,95781,5150,22584,32265,294,3179,2897,452,57,20,437,371,2903,9100,0,2604,127276,1147,73,610,9846,173944,8368,14380,8,21138,587,1427,38747,2,0,12280,710,1440,2613,4553,4759,60,297,1070,284,62039,148,67029,54027,0,2524,608,1162,1479,8810,95,1292,25,20,4245,71,1038,89,4598,107,14394,572,519,330,164,1013,278,595,140929,85,770,1229,1037,22674,28,12,1206,528,11886,1652,148,2983,1,372,4067,83,179,91651,33448,231,3310,11766,750,212,1041,249,655,28,2252,126,240,3,62645,2754,8,35,3319,1424,231,306,0,27240,0,170,14,17,55,33515,803,1497,1298,2254,1532,125,23,417,9889,74660,1358,7230,10,1873,1894,826,1100,98,520,13,23,328,1417,40,7164,7210,63,1311,15,303,712,30115,917,190,399,7851,20217
Odense Sygehus,127,0,6,1378,228,16,2,47,0,0,168,5,4,0,17,4,66,7,1,0,0,31,88,17,1323,1,4,0,20,0,0,17,16,0,37,35,17,5,39,33,0,0,95,39,0,479,0,60,16,0,48,3696,4,19,7,172,10,0,1081,36,52,7,57,4,7,5,68,6,2,0,0,0,7,0,20,0,0,0,6,0,74,23,0,67,19,0,82,11,2383,0,17,0,10,54,0,18,12,4,54,137,0,0,1,1,19,6,2,0,26,2027,90,0,0,0,0,0,19,7,26,0,4,0,0,16,4,0,0,11,0,76,17,14,44,6,0,21,1000,412,0,1061,2287,77,370,84,289,971,0,4,0,0,0,0,10,4,31,79,0,0,2918,21,0,24,62,11897,37,249,0,796,6,6,310,0,11278,0,5,47,476,2,13,4,0,33,18,12493,0,1439,302,0,132,17,9,44,123,0,43,0,1,41,0,5,0,31,0,141,1,11,6,0,9,2,4,935,0,10,1,20,262,0,0,26,6,1494,178,0,12,0,0,43,0,4,15018,6463,0,35,77,6,0,6,1,10,0,47,4,3,0,514,17,0,0,17,13,50,21,0,0,0,85,0,2,1,117,5,33,15,15,64,9,0,10,155,978,339,22,1,8,73,11,19,0,6,0,0,4,41,0,40,24,0,18,0,6,64,7113,44,7,0,97,150
Ordrup,95,0,0,192,7,685,0,1476,0,0,309,2975,2732,0,781,0,1720,3748,0,0,0,73,7,10,3,0,3,827,1121,0,0,0,2072,0,3,7522,10447,177,14001,1216,0,57,0,725,0,59,3,213,1592,3,5158,141,10,1195,727,0,5080,9,0,1938,7,0,2356,20,0,1727,4,2941,0,0,0,1,0,4,214,89,7,370,3,0,55660,598,22,2951,23,0,6992,1,4,0,14,0,0,1017,11,0,15,0,4780,52,305,0,622,2,2170,73,0,4,782,0,4385,0,0,1,37,11,915,339,13,0,83,117,570,4450,1556,152,9,205,0,0,1910,232,18100,0,2,1313,92,75,0,1,45675,1949,1148,579,247,11,690,0,0,94,0,3,0,12,10,11459,0,1349,53,570,18,285,35837,622,204,731,4,16,1,16467,155182,0,710,5,0,13,0,1009,132,69,0,13,0,10,1,4386,2805,0,4,722,0,2437,16,0,463,0,0,91,0,1890,0,0,0,72,30,6,468,147,1613,4,3,438,0,131,472,1027,216,0,0,391,320,6,0,0,11,0,13,30991,10,7,70,25,0,1766,18,690,0,0,2,19,0,39,0,1,0,30,516,0,8,164,115,17,0,0,0,0,22701,0,0,0,15470,398,0,1221,3279,5,0,0,627,18,193,0,145,0,35148,27,17,80,1967,0,0,8,20,1448,0,11,185,0,934,0,4344,261,4,719,0,445,304,56996
Padborg,505,0,4,1657,28,3,0,14,6,7,0,7,0,0,0,0,1,0,4,1,0,10,90,23,0,4,8,0,1,11,0,8,3,0,19,8,10,0,3,0,0,3,7,3,0,434,0,12,1,0,7,1079,22,3,0,0,0,0,6,0,7,1,1,0,4,0,5,0,0,1,0,3,12,0,3,0,0,24,14,0,91,36,0,7,152,0,67,24,4,0,18,0,33,21,0,2,55,3,0,217,3,1,7,3,3,6,0,0,8,0,132,0,4,7,0,5,7,39,16,0,0,1,3,10,0,0,0,20,0,2,0,0,4,3,0,3,1513,75,0,0,2312,26,130,18,85,5,3,40,1,2,0,0,17,6,371,3,0,0,97,17,1,0,1,500,88,52,0,9,2,0,76,0,1265,44,13,0,0,0,68,2,6,26,6,0,5,337,189,0,0,6,25,3,3736,1,0,0,0,112,0,4,5,9,0,188,19,14,0,0,0,19,6,215,0,3,7,11,76,10,0,0,10,4,0,1,26,0,9,1,0,0,10,6,8,0,6,3,13,63,1,6,0,1916,0,4,0,18,21,1,0,2,0,11,4,0,0,0,99,0,0,0,96,0,158,1,30,40,4,0,0,84,260,0,3,0,3,71,48,10,0,11,0,0,1,0,0,1698,13,0,3,0,0,13,4,7,15,0,35,43
Pederstrup,10,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,4,4,0,0,94,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,964,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,42,80,0,0,0,6,6,4,0,4,0,0,0,0,0,13,6,0,0,6,0,0,0,1,52,0,10,0,0,0,0,1,0,2454,569,0,0,0,0,4,0,0,0,0,1637,0,0,10,0,5,0,0,0,0,0,4,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,78,28,0,0,0,0,0,0,0,372,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,0,0,0,0,0
Peter Bangs Vej,26,0,0,323,0,1109,0,209,0,0,301,247,9854,0,166,0,319,762,0,0,0,2339,3,4,0,0,0,236,1040,21,0,3,435,0,3,11842,1203,130,20671,94,0,610,0,213,0,113,16,50,200,2,11906,97,1,2617,192,30,605,32,0,292,0,0,3236,52,0,238,4,684,0,0,4,0,4,0,77,56,22,646,1,0,1992,231,8,19064,26,0,935,1,0,0,33,0,22,1785,13,0,6,0,310,33,85,0,280,0,10302,466,2,0,427,0,6744,0,1,0,0,7,434,6607,0,3,96,91,3033,328,215,149,10,120,0,0,145,1644,2826,0,8,131,75,164,0,7,35602,337,151,373,622,10,3610,2,0,185,0,21,1,15,7,2051,1,6476,76,2875,20,54,7626,435,286,793,3,10,24,1931,25558,0,4553,2,1002,0,0,0,32,40,0,0,1,32,0,731,6458,0,0,58,4,1258,9,0,411,0,0,50,0,240,0,3,0,56,0,6,19,27,5321,6,7,789,1,41,171,200,241,0,0,187,1475,0,0,0,4,0,0,2993,74,0,30,14,3,255,10,2528,1,3,0,1,0,0,0,0,0,0,954,0,9,245,319,0,0,0,0,0,17696,0,0,0,26115,218,0,267,4660,0,0,0,33,23,114,0,543,0,10746,17,2,211,326,0,0,73,78,150,0,2,273,0,144,0,140,72,7,227,2,932,82,14591
Randers,78031,397,2749,146036,50,113,70,39,1952,145,11,11,25,6,24,112,46,7,1786,74,13,24,287,212,2,1,80,24,13,1684,0,59,4,0,58,36,8,4,44,34,0,0,17,59,60,1081,4,31,18,0,63,1811,1284,22,57,6,0,0,19,44,40,6,77,5,5,22,50,0,2,4,27,27,7542,339,20,7,16,25,251,0,652,175,1,70,4146,36,307,3601,8,9,2586,166,26280,39,4,24,993,39,60,4526,29,6,11,57,27,13,22,20,86,10,564,189,8,1079,0,538,11,7,98,0,0,19,25,4,0,7,0,4,28,36,11,1,70,7,2,62,1169,439,30,4,23019,268,3601,172,392,26,3,11193,130,22,5,0,8761,5,83,82,1,14,622,52,0,22,55,470,247,390,0,35,25,4,360,0,4862,13,132,98,4,32,0,0,22,54,20,110,61,965,1018,0,4,24,1602,18,351,328,37,0,0,1798,427,13,5,3,1214,5463,1735,203,12,3,29,16,2562,1342,8,32,11,28,274,4,61,27,8,6,0,137,1546,0,3519,91,2,370,279,133,1298,27,264,40,51,8,24,39,4,94,35,6,309,49,57,38,0,69,8,28,10,0,1530,0,3,26,11,936,503,31,99,26,24,170,86,28,38,181,5388,11,0,7,33,2987,1210,19,3,251,202,0,1,41,1,227,132,475,38,5,21,40,17,6,27,0,164,209
Regstrup,1,0,0,21,0,423,0,42,0,0,26,31,9,0,23,0,15,3,0,0,0,3,3,0,0,0,0,3,68,0,0,0,13,0,1,60,18,14,109,32,0,1,0,25,0,11,0,0,18,0,36,16,0,140,55,0,6,32,0,79,0,0,321,2,0,0,0,7,0,0,0,0,0,0,1,13,12,389,0,0,53,6,0,44,2,0,59,0,0,0,0,0,4,19086,1,0,1,0,10,15,3,0,8,0,18,354,0,0,74,0,2685,0,0,0,0,0,8,12,0,0,7,2486,11,18,9,872,313,7,0,0,2,1,55,0,1242,12,4,0,0,0,7740,64,268,110,1,0,9,5,4,21,0,4,0,1,0,130,0,2,8,14,4061,1,81,68,73,316,0,0,4,5,1995,0,77,4,69,1,0,40,1,0,0,0,0,0,0,64,5201,0,0,0,0,60,6,0,72,0,0,0,0,45,0,0,0,2,7,0,1,2,22,0,0,121,0,3,2,4,61,0,0,22,3,0,0,0,2,0,0,71,320,0,0,0,0,90,3,51,0,0,0,1,0,7,0,0,0,0,132,0,0,55,623,0,0,0,8,0,14,0,0,1,1029,12,0,10,81,0,1,1,0,0,20,0,2,0,32,0,0,11,0,0,0,0,230,6,0,7,26,0,11,0,10,4,0,19,0,3,249,239
Rejsby,6,0,0,92,1,0,0,7,0,3,0,6,0,0,0,0,0,0,23,0,0,1,166,1,0,49,3,0,0,0,37,117,0,0,1,0,0,0,4,0,20,0,40,0,0,310,0,0,7,0,4,148,0,17,4,0,0,0,13,84,2,2,0,0,27,17,6,0,0,0,0,0,0,0,0,0,1,0,37,0,10,64,0,17,53,0,19,1,0,0,0,0,12,8,0,0,2,4,17,51,0,0,0,0,21,0,0,344,0,0,57,0,0,0,0,3,0,0,14,33,0,0,6,6,0,0,0,0,0,3,0,6,0,0,0,13,343,35,0,2,221,4,39,10,59,44,0,0,0,0,0,0,0,0,10,2,0,0,132,4,0,0,0,41,40,5,0,7,0,0,13,0,307,0,0,6,0,0,22,0,0,1864,102,0,6,56,107,0,0,37,2,4,56,0,7,15,0,28,0,0,0,0,12,85,0,12,0,0,0,1830,1,121,0,4,0,4,12,0,0,1,6,11,0,0,1,0,0,0,0,0,9,0,0,0,27,0,0,4,0,0,0,35,0,56,0,37,0,0,0,1,0,844,800,0,0,116,0,0,7,0,35,0,4,0,37,13,0,0,0,201,138,0,33,0,0,0,34,0,0,0,0,0,0,37,42,8,10,0,6,0,0,0,50,0,5,0,0,7
Ribe,85,0,2,1597,11,7,3,1,0,11,0,2,7,0,8,4,20,3,7,3,0,7,38586,13,0,524,41,0,5,17,443,1290,4,0,50,11,6,2,77,1,227,0,6,49,2,56250,0,5,6,0,34,794,7,5,7,3,0,0,4,7,0,997,17,6,11163,0,9,5,102,10,0,5310,24,19,0,0,0,0,50,0,22,21,0,13,238,7,61,8,0,0,21,0,20,23,0,0,70,5694,7,346,13,2,0,5,0,4,0,3300,3,1,89,0,2,2,0,18,0,20,9,6384,4,0,2,12,0,0,0,0,5,7,7,0,12,6,0,10,6725,101,0,5,1240,10,146,2,10,2,0,2,6,0,10,0,0,0,534,31,0,0,347,7,0,25,34,166,58,56,0,17,0,0,144,0,1068,33,13,26,0,0,54,0,1909,0,2421,3,48,142,185,0,35,8,26,3,89,0,10,2746,14,78,1,8,0,0,10,221,16,121,6,0,4,2356,3,119,2,8,3,5,42,2827,0,1,0,7,0,3,42,2,2,13,0,5,89,20,0,10,51,0,21,54,7,0,0,11,33,1606,0,1,0,0,0,15,2,1070,886,0,1127,0,42,0,2,0,127,0,102,26,13,1285,32,21,6,4041,871,2,0,6,14,35,133,1,0,5,4,0,0,3,76,93,151,0,9,0,4,0,0,6,99,0,31,61
Ribe Nørremark,83,0,0,323,2,4,0,14,0,0,0,0,5,1,0,0,5,0,0,0,0,6,21307,18,0,517,4,0,0,4,22,757,1,0,14,0,0,1,1,5,27,0,0,13,5,18302,0,4,10,0,0,283,0,1,0,0,0,0,0,1,4,610,0,18,3463,0,5,0,16,2,0,1142,0,3,0,0,0,0,7,0,6,1,0,5,43,0,6,0,3,0,0,0,23,0,0,0,7,168,0,118,0,0,4,0,5,0,0,1356,0,1,15,0,0,0,0,1,0,0,1,2138,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1472,8,0,0,227,6,27,0,4,0,0,0,0,0,6,0,4,0,88,1,0,0,108,6,0,0,8,14,8,9,0,6,0,0,22,0,284,16,0,6,0,1,20,0,116,2385,0,4,9,41,22,0,0,2,8,8,8,3,1,935,3,66,0,2,3,0,0,126,11,20,0,0,0,543,4,35,0,0,0,0,8,538,0,0,6,0,0,0,4,0,0,1,0,0,8,5,0,0,11,0,9,9,1,0,0,1,17,509,1,7,4,0,0,0,0,163,328,0,210,0,40,0,1,0,31,0,19,4,2,218,53,12,4,925,317,0,0,1,0,8,12,0,0,1,0,4,0,1,9,13,7,0,0,0,0,0,0,0,19,0,4,21
Ringe,151,0,0,1252,745,12,0,96,4,0,8,6,58,0,5,0,25,6,12,0,1,6,19,13,44,0,4,5,6,6,0,4,1,0,57,32,14,55,109,25,6,0,371,123,3,229,4,37,81,0,42,727,14,8,0,3465,1,4,47,33,6,1,57,4,17,4,54,1,0,0,0,0,21,0,40,0,0,0,24,0,57,53,0,33,68,0,101,14,11106,0,16,0,31,81,0,91,37,4,35,337,19,0,37,0,25,17,0,1,9,975,182,0,0,0,0,57,13,17,136,2,4,6,58,2,7,4,0,159,6,0,9,0,5,31,0,56,740,178,0,8598,3291,98,334,46,195,491,6,13,13,4,0,0,4,10,19,164,0,6,1146,25,0,10,108,4689,118,168,4,175,47,1,260,0,61757,12663,10,0,1597,32,110,0,0,5,4,0,8,1898,519,0,618,31,30,59,77,1,30,0,1,55,0,14,17,10,0,123,15,1,4,0,31,2,13,1091,0,6,28,121,511,0,0,33,28,2894,712,0,6,0,4,30,4,4,21206,11563,0,22,54,14,0,4,1,2,1,24,4,8,0,3462,10,4,0,37,0,10,12,0,117,0,10,2,0,5,99,11,17,14,37,48,8,0,0,120,789,24,19,0,7,101,32,13,44,4,0,0,0,11,0,37,171,8,45,0,0,27,8439,6,20,4,81,119
